Measurement time:; 2020-12-10 10:36:03 AM
Radiation device:; Varian TrueBeam Accelerator
Energy:; 15 MeV 
Controller:; CCU
Measurement device:; SMARTSCAN (48*48*41)
Field detector:; EFD3G Diode
Reference detector:; CC 13
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Inline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
-4.3; 0.0; 20.0; 101.55; 4189333.3; 95.19
-4.8; 0.0; 20.0; 100.58; 4149495.8; 95.14
-5.3; 0.0; 20.0; 100.29; 4137507.9; 95.26
-5.8; 0.0; 20.0; 101.41; 4183660.7; 95.23
-6.3; 0.0; 20.0; 102.10; 4212375.0; 95.35
-6.8; 0.0; 20.0; 99.87; 4120230.6; 95.30
-7.3; 0.0; 20.0; 100.99; 4166175.1; 95.29
-7.8; 0.0; 20.0; 101.54; 4188948.2; 95.28
-8.3; 0.0; 20.0; 101.49; 4187021.6; 95.40
-8.8; 0.0; 20.0; 101.55; 4189489.3; 95.36
-9.3; 0.0; 20.0; 100.48; 4145285.0; 95.29
-9.8; 0.0; 20.0; 100.80; 4158333.1; 95.28
-10.3; 0.0; 20.0; 101.06; 4169190.8; 95.18
-10.8; 0.0; 20.0; 101.53; 4188716.6; 95.23
-11.3; 0.0; 20.0; 101.93; 4205157.4; 95.23
-11.8; 0.0; 20.0; 99.75; 4115345.3; 95.10
-12.3; 0.0; 20.0; 100.94; 4164247.0; 95.30
-12.8; 0.0; 20.0; 101.28; 4178283.3; 95.15
-13.4; 0.0; 20.0; 101.29; 4178823.2; 94.95
-13.8; 0.0; 20.0; 101.16; 4173537.8; 95.15
-14.3; 0.0; 20.0; 100.15; 4131704.9; 94.98
-14.8; 0.0; 20.0; 100.71; 4154667.8; 95.18
-15.3; 0.0; 20.0; 101.62; 4192528.1; 95.14
-15.9; 0.0; 20.0; 101.47; 4186007.4; 94.90
-16.4; 0.0; 20.0; 99.79; 4116782.0; 95.15
-16.9; 0.0; 20.0; 100.73; 4155487.5; 95.28
-17.4; 0.0; 20.0; 101.12; 4171628.9; 95.06
-17.9; 0.0; 20.0; 101.48; 4186695.7; 95.07
-18.4; 0.0; 20.0; 101.27; 4177728.1; 95.14
-18.9; 0.0; 20.0; 99.92; 4122422.9; 94.93
-19.4; 0.0; 20.0; 101.03; 4168116.3; 94.96
-19.9; 0.0; 20.0; 100.75; 4156512.4; 94.95
-20.4; 0.0; 20.0; 101.39; 4182884.7; 95.15
-20.9; 0.0; 20.0; 101.15; 4172876.0; 95.07
-21.4; 0.0; 20.0; 100.38; 4141133.4; 95.38
-21.9; 0.0; 20.0; 100.99; 4166450.9; 95.42
-22.4; 0.0; 20.0; 101.12; 4171795.2; 95.00
-22.9; 0.0; 20.0; 101.09; 4170579.7; 94.80
-23.4; 0.0; 20.0; 101.26; 4177358.1; 95.07
-23.9; 0.0; 20.0; 100.15; 4131773.2; 94.89
-24.4; 0.0; 20.0; 100.71; 4154635.3; 95.08
-24.9; 0.0; 20.0; 101.35; 4181025.9; 95.19
-25.5; 0.0; 20.0; 101.50; 4187220.0; 95.09
-26.0; 0.0; 20.0; 101.12; 4171899.5; 95.10
-26.5; 0.0; 20.0; 99.49; 4104511.9; 94.95
-27.0; 0.0; 20.0; 100.84; 4160056.7; 95.03
-27.4; 0.0; 20.0; 101.68; 4194790.9; 94.97
-28.0; 0.0; 20.0; 101.14; 4172649.3; 95.08
